%													
#for correction of metFormula (and metCharges) to balance equation	"#Note: no changes are made to R groups in model.metFormulas, since R groups can represent any CnHn and modification may cause other reactions to have unbalanced R groups"												
#model.mets	model.metFormulas	new_metFormulas	model.metCharges	new_metCharges	refMNXMID	rxn/related rxn(s)	refMNXRID	elementdiff	Notes	MNXNotes	KEGGNotes	ChEBINotes	otherDatabaseNotes
s_0710[m]	C42H44FeN8O8S2R4	C42H45FeN8O8S2R4	0	[]	MNXM746	r_0001	MNXR138960	H2	s_0710[m]: changed metFormula C42H44FeN8O8S2R4 to C42H45FeN8O8S2R4 to balance equation	"| ferricytochrome c is reduced to form ferrocytochrome c, thus 2 H added to metFormula for ferrocytochrome"	[]	[]	[]
s_2783[erm]	r_2452	1	2	H1	"for model.mets: s_2783[erm], model.rxns: r_2452, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_2783[erm]	r_2453	1	2	H1	"for model.mets: s_2783[erm], model.rxns: r_2453, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_2783[erm]	r_2454	1	2	H1	"for model.mets: s_2783[erm], model.rxns: r_2454, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_2783[erm]	r_2455	1	2	H1	"for model.mets: s_2783[erm], model.rxns: r_2455, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_2783[erm]	r_2456	1	2	H1	"for model.mets: s_2783[erm], model.rxns: r_2456, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_2783[erm]	r_2457	1	2	H1	"for model.mets: s_2783[erm], model.rxns: r_2457, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_2783[erm]	r_2458	1	2	H1	"for model.mets: s_2783[erm], model.rxns: r_2458, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_2783[erm]	r_2459	1	2	H1	"for model.mets: s_2783[erm], model.rxns: r_2459, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_2783[erm]	r_2460	1	2	H1	"for model.mets: s_2783[erm], model.rxns: r_2460, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_2783[erm]	r_2461	1	2	H1	"for model.mets: s_2783[erm], model.rxns: r_2461, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2464	-1	0	H1	"for model.mets: s_3094[mm], model.rxns: r_2464, change model.S coefficient from -1 to 0 to balance equation"	[]							
s_3094[mm]	r_2465	-1	0	H1	"for model.mets: s_3094[mm], model.rxns: r_2465, change model.S coefficient from -1 to 0 to balance equation"	[]							
s_3094[mm]	r_2466	-1	0	H1	"for model.mets: s_3094[mm], model.rxns: r_2466, change model.S coefficient from -1 to 0 to balance equation"	[]							
s_3094[mm]	r_2467	-1	0	H1	"for model.mets: s_3094[mm], model.rxns: r_2467, change model.S coefficient from -1 to 0 to balance equation"	[]							
s_3094[mm]	r_2468	-1	0	H1	"for model.mets: s_3094[mm], model.rxns: r_2468, change model.S coefficient from -1 to 0 to balance equation"	[]							
s_3094[mm]	r_2469	-1	0	H1	"for model.mets: s_3094[mm], model.rxns: r_2469, change model.S coefficient from -1 to 0 to balance equation"	[]							
s_3094[mm]	r_2470	-1	0	H1	"for model.mets: s_3094[mm], model.rxns: r_2470, change model.S coefficient from -1 to 0 to balance equation"	[]							
s_3094[mm]	r_2471	-1	0	H1	"for model.mets: s_3094[mm], model.rxns: r_2471, change model.S coefficient from -1 to 0 to balance equation"	[]							
s_3146[gm]	r_2472	-1	0	H1	"for model.mets: s_3146[gm], model.rxns: r_2472, change model.S coefficient from -1 to 0 to balance equation"	[]							
s_3146[gm]	r_2473	-1	0	H1	"for model.mets: s_3146[gm], model.rxns: r_2473, change model.S coefficient from -1 to 0 to balance equation"	[]							
s_3146[gm]	r_2474	-1	0	H1	"for model.mets: s_3146[gm], model.rxns: r_2474, change model.S coefficient from -1 to 0 to balance equation"	[]							
s_3146[gm]	r_2475	-1	0	H1	"for model.mets: s_3146[gm], model.rxns: r_2475, change model.S coefficient from -1 to 0 to balance equation"	[]							
s_3146[gm]	r_2476	-1	0	H1	"for model.mets: s_3146[gm], model.rxns: r_2476, change model.S coefficient from -1 to 0 to balance equation"	[]							
s_3146[gm]	r_2477	-1	0	H1	"for model.mets: s_3146[gm], model.rxns: r_2477, change model.S coefficient from -1 to 0 to balance equation"	[]							
s_3146[gm]	r_2478	-1	0	H1	"for model.mets: s_3146[gm], model.rxns: r_2478, change model.S coefficient from -1 to 0 to balance equation"	[]							
s_3146[gm]	r_2479	-1	0	H1	"for model.mets: s_3146[gm], model.rxns: r_2479, change model.S coefficient from -1 to 0 to balance equation"	[]							
s_3164[vm]	r_2480	-1	0	H1	"for model.mets: s_3164[vm], model.rxns: r_2480, change model.S coefficient from -1 to 0 to balance equation"	[]							
s_3164[vm]	r_2481	-1	0	H1	"for model.mets: s_3164[vm], model.rxns: r_2481, change model.S coefficient from -1 to 0 to balance equation"	[]							
s_3164[vm]	r_2482	-1	0	H1	"for model.mets: s_3164[vm], model.rxns: r_2482, change model.S coefficient from -1 to 0 to balance equation"	[]							
s_3164[vm]	r_2483	-1	0	H1	"for model.mets: s_3164[vm], model.rxns: r_2483, change model.S coefficient from -1 to 0 to balance equation"	[]							
s_3164[vm]	r_2484	-1	0	H1	"for model.mets: s_3164[vm], model.rxns: r_2484, change model.S coefficient from -1 to 0 to balance equation"	[]							
s_3164[vm]	r_2485	-1	0	H1	"for model.mets: s_3164[vm], model.rxns: r_2485, change model.S coefficient from -1 to 0 to balance equation"	[]							
s_3164[vm]	r_2486	-1	0	H1	"for model.mets: s_3164[vm], model.rxns: r_2486, change model.S coefficient from -1 to 0 to balance equation"	[]							
s_3164[vm]	r_2487	-1	0	H1	"for model.mets: s_3164[vm], model.rxns: r_2487, change model.S coefficient from -1 to 0 to balance equation"	[]							
s_2783[erm]	r_2512	1	-1	H-2	"for model.mets: s_2783[erm], model.rxns: r_2512, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_2783[erm]	r_2513	1	-1	H-2	"for model.mets: s_2783[erm], model.rxns: r_2513, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_2783[erm]	r_2514	1	-1	H-2	"for model.mets: s_2783[erm], model.rxns: r_2514, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_2783[erm]	r_2515	1	-1	H-2	"for model.mets: s_2783[erm], model.rxns: r_2515, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_2783[erm]	r_2516	1	-1	H-2	"for model.mets: s_2783[erm], model.rxns: r_2516, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_2783[erm]	r_2517	1	-1	H-2	"for model.mets: s_2783[erm], model.rxns: r_2517, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_2783[erm]	r_2518	1	-1	H-2	"for model.mets: s_2783[erm], model.rxns: r_2518, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_2783[erm]	r_2519	1	-1	H-2	"for model.mets: s_2783[erm], model.rxns: r_2519, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3094[mm]	r_2536	1	0	C-2H-1	"for model.mets: s_3094[mm], model.rxns: r_2536, change model.S coefficient from 1 to 0 to balance equation"	[]							
s_3094[mm]	r_2537	1	0	C-2H-1	"for model.mets: s_3094[mm], model.rxns: r_2537, change model.S coefficient from 1 to 0 to balance equation"	[]							
s_3094[mm]	r_2538	1	0	C-2H1	"for model.mets: s_3094[mm], model.rxns: r_2538, change model.S coefficient from 1 to 0 to balance equation"	[]							
s_3094[mm]	r_2539	1	0	C-2H1	"for model.mets: s_3094[mm], model.rxns: r_2539, change model.S coefficient from 1 to 0 to balance equation"	[]							
s_3094[mm]	r_2540	1	0	C-2H-1	"for model.mets: s_3094[mm], model.rxns: r_2540, change model.S coefficient from 1 to 0 to balance equation"	[]							
s_3094[mm]	r_2541	1	0	C-2H1	"for model.mets: s_3094[mm], model.rxns: r_2541, change model.S coefficient from 1 to 0 to balance equation"	[]							
s_3094[mm]	r_2542	0	2	C2H2	"for model.mets: s_3094[mm], model.rxns: r_2542, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3094[mm]	r_2543	0	2	C2H2	"for model.mets: s_3094[mm], model.rxns: r_2543, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3094[mm]	r_2544	0	2	C2	"for model.mets: s_3094[mm], model.rxns: r_2544, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3094[mm]	r_2545	0	2	C2	"for model.mets: s_3094[mm], model.rxns: r_2545, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3094[mm]	r_2546	0	2	C2	"for model.mets: s_3094[mm], model.rxns: r_2546, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3094[mm]	r_2547	0	2	C2	"for model.mets: s_3094[mm], model.rxns: r_2547, change model.S coefficient from 0 to 2 to balance equation"	[]							
s_3094[mm]	r_2548	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2548, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2549	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2549, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2550	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2550, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2551	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2551, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2552	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2552, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2553	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2553, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2554	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2554, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2555	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2555, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2556	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2556, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2557	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2557, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2558	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2558, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2559	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2559, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2560	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2560, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2561	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2561, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2562	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2562, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2563	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2563, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2564	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2564, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2565	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2565, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2566	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2566, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2567	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2567, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2568	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2568, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2569	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2569, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2570	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2570, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2571	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2571, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2572	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2572, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2573	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2573, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2574	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2574, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2575	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2575, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2576	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2576, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2577	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2577, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2578	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2578, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2579	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2579, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2580	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2580, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2581	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2581, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2582	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2582, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_2583	1	2	H-1	"for model.mets: s_3094[mm], model.rxns: r_2583, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_0793[ce]	r_2820	1	-1	H-3	"for model.mets: s_0793[ce], model.rxns: r_2820, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0793[ce]	r_2821	1	-1	H-2	"for model.mets: s_0793[ce], model.rxns: r_2821, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0793[ce]	r_2822	1	-1	H-2	"for model.mets: s_0793[ce], model.rxns: r_2822, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0793[ce]	r_2823	1	-1	H-2	"for model.mets: s_0793[ce], model.rxns: r_2823, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0793[ce]	r_2824	1	-1	H-2	"for model.mets: s_0793[ce], model.rxns: r_2824, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0793[ce]	r_2825	1	-1	H-2	"for model.mets: s_0793[ce], model.rxns: r_2825, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0793[ce]	r_2826	1	-1	H-2	"for model.mets: s_0793[ce], model.rxns: r_2826, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0793[ce]	r_2827	1	-1	H-2	"for model.mets: s_0793[ce], model.rxns: r_2827, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3164[vm]	r_2828	1	-1	H-3	"for model.mets: s_3164[vm], model.rxns: r_2828, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3164[vm]	r_2829	1	-1	H-2	"for model.mets: s_3164[vm], model.rxns: r_2829, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3164[vm]	r_2830	1	-1	H-2	"for model.mets: s_3164[vm], model.rxns: r_2830, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3164[vm]	r_2831	1	-1	H-2	"for model.mets: s_3164[vm], model.rxns: r_2831, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3164[vm]	r_2832	1	-1	H-2	"for model.mets: s_3164[vm], model.rxns: r_2832, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3164[vm]	r_2833	1	-1	H-2	"for model.mets: s_3164[vm], model.rxns: r_2833, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3164[vm]	r_2834	1	-1	H-2	"for model.mets: s_3164[vm], model.rxns: r_2834, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3164[vm]	r_2835	1	-1	H-2	"for model.mets: s_3164[vm], model.rxns: r_2835, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3146[gm]	r_2836	1	-1	H-3	"for model.mets: s_3146[gm], model.rxns: r_2836, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3146[gm]	r_2837	1	-1	H-2	"for model.mets: s_3146[gm], model.rxns: r_2837, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3146[gm]	r_2838	1	-1	H-2	"for model.mets: s_3146[gm], model.rxns: r_2838, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3146[gm]	r_2839	1	-1	H-2	"for model.mets: s_3146[gm], model.rxns: r_2839, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3146[gm]	r_2840	1	-1	H-2	"for model.mets: s_3146[gm], model.rxns: r_2840, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3146[gm]	r_2841	1	-1	H-2	"for model.mets: s_3146[gm], model.rxns: r_2841, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3146[gm]	r_2842	1	-1	H-2	"for model.mets: s_3146[gm], model.rxns: r_2842, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3146[gm]	r_2843	1	-1	H-2	"for model.mets: s_3146[gm], model.rxns: r_2843, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0800[n]	r_2844	1	-1	H-3	"for model.mets: s_0800[n], model.rxns: r_2844, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0800[n]	r_2845	1	-1	H-2	"for model.mets: s_0800[n], model.rxns: r_2845, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0800[n]	r_2846	1	-1	H-2	"for model.mets: s_0800[n], model.rxns: r_2846, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0800[n]	r_2847	1	-1	H-2	"for model.mets: s_0800[n], model.rxns: r_2847, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0800[n]	r_2848	1	-1	H-2	"for model.mets: s_0800[n], model.rxns: r_2848, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0800[n]	r_2849	1	-1	H-2	"for model.mets: s_0800[n], model.rxns: r_2849, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0800[n]	r_2850	1	-1	H-2	"for model.mets: s_0800[n], model.rxns: r_2850, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0800[n]	r_2851	1	-1	H-2	"for model.mets: s_0800[n], model.rxns: r_2851, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3164[vm]	r_2852	1	-1	H-2	"for model.mets: s_3164[vm], model.rxns: r_2852, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3164[vm]	r_2853	1	-1	H-2	"for model.mets: s_3164[vm], model.rxns: r_2853, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3164[vm]	r_2854	1	-1	H-2	"for model.mets: s_3164[vm], model.rxns: r_2854, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3164[vm]	r_2855	1	-1	H-2	"for model.mets: s_3164[vm], model.rxns: r_2855, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3164[vm]	r_2856	1	-1	H-2	"for model.mets: s_3164[vm], model.rxns: r_2856, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3164[vm]	r_2857	1	-1	H-2	"for model.mets: s_3164[vm], model.rxns: r_2857, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3164[vm]	r_2858	1	-1	H-2	"for model.mets: s_3164[vm], model.rxns: r_2858, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3164[vm]	r_2859	1	-1	H-2	"for model.mets: s_3164[vm], model.rxns: r_2859, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0800[n]	r_2860	1	-1	H-2	"for model.mets: s_0800[n], model.rxns: r_2860, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0800[n]	r_2861	1	-1	H-2	"for model.mets: s_0800[n], model.rxns: r_2861, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0800[n]	r_2862	1	-1	H-2	"for model.mets: s_0800[n], model.rxns: r_2862, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0800[n]	r_2863	1	-1	H-2	"for model.mets: s_0800[n], model.rxns: r_2863, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0800[n]	r_2864	1	-1	H-2	"for model.mets: s_0800[n], model.rxns: r_2864, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0800[n]	r_2865	1	-1	H-2	"for model.mets: s_0800[n], model.rxns: r_2865, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0800[n]	r_2866	1	-1	H-2	"for model.mets: s_0800[n], model.rxns: r_2866, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0800[n]	r_2867	1	-1	H-2	"for model.mets: s_0800[n], model.rxns: r_2867, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0793[ce]	r_2868	1	-1	H-2	"for model.mets: s_0793[ce], model.rxns: r_2868, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0793[ce]	r_2869	1	-1	H-2	"for model.mets: s_0793[ce], model.rxns: r_2869, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0793[ce]	r_2870	1	-1	H-2	"for model.mets: s_0793[ce], model.rxns: r_2870, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0793[ce]	r_2871	1	-1	H-2	"for model.mets: s_0793[ce], model.rxns: r_2871, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0793[ce]	r_2872	1	-1	H-2	"for model.mets: s_0793[ce], model.rxns: r_2872, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0793[ce]	r_2873	1	-1	H-2	"for model.mets: s_0793[ce], model.rxns: r_2873, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0793[ce]	r_2874	1	-1	H-2	"for model.mets: s_0793[ce], model.rxns: r_2874, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0793[ce]	r_2875	1	-1	H-2	"for model.mets: s_0793[ce], model.rxns: r_2875, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3164[vm]	r_2876	1	-1	H-2	"for model.mets: s_3164[vm], model.rxns: r_2876, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3164[vm]	r_2877	1	-1	H-2	"for model.mets: s_3164[vm], model.rxns: r_2877, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3164[vm]	r_2878	1	-1	H-2	"for model.mets: s_3164[vm], model.rxns: r_2878, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3164[vm]	r_2879	1	-1	H-2	"for model.mets: s_3164[vm], model.rxns: r_2879, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3164[vm]	r_2880	1	-1	H-2	"for model.mets: s_3164[vm], model.rxns: r_2880, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3164[vm]	r_2881	1	-1	H-2	"for model.mets: s_3164[vm], model.rxns: r_2881, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3164[vm]	r_2882	1	-1	H-2	"for model.mets: s_3164[vm], model.rxns: r_2882, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_3164[vm]	r_2883	1	-1	H-2	"for model.mets: s_3164[vm], model.rxns: r_2883, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0793[ce]	r_3078	1	2	H1	"for model.mets: s_0793[ce], model.rxns: r_3078, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_0793[ce]	r_3079	1	2	H1	"for model.mets: s_0793[ce], model.rxns: r_3079, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_0793[ce]	r_3080	1	2	H1	"for model.mets: s_0793[ce], model.rxns: r_3080, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_0793[ce]	r_3081	1	2	H1	"for model.mets: s_0793[ce], model.rxns: r_3081, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_0794[c]	r_3082	1	6	H5	"for model.mets: s_0794[c], model.rxns: r_3082, change model.S coefficient from 1 to 6 to balance equation"	[]							
s_0794[c]	r_3083	1	6	H5	"for model.mets: s_0794[c], model.rxns: r_3083, change model.S coefficient from 1 to 6 to balance equation"	[]							
s_0794[c]	r_3084	1	6	H5	"for model.mets: s_0794[c], model.rxns: r_3084, change model.S coefficient from 1 to 6 to balance equation"	[]							
s_0794[c]	r_3085	1	6	H5	"for model.mets: s_0794[c], model.rxns: r_3085, change model.S coefficient from 1 to 6 to balance equation"	[]							
s_0794[c]	r_3086	1	6	H5	"for model.mets: s_0794[c], model.rxns: r_3086, change model.S coefficient from 1 to 6 to balance equation"	[]							
s_0794[c]	r_3087	1	6	H5	"for model.mets: s_0794[c], model.rxns: r_3087, change model.S coefficient from 1 to 6 to balance equation"	[]							
s_0794[c]	r_3088	1	6	H5	"for model.mets: s_0794[c], model.rxns: r_3088, change model.S coefficient from 1 to 6 to balance equation"	[]							
s_0794[c]	r_3089	1	6	H5	"for model.mets: s_0794[c], model.rxns: r_3089, change model.S coefficient from 1 to 6 to balance equation"	[]							
s_0800[n]	r_3090	1	6	H5	"for model.mets: s_0800[n], model.rxns: r_3090, change model.S coefficient from 1 to 6 to balance equation"	[]							
s_0800[n]	r_3091	1	6	H5	"for model.mets: s_0800[n], model.rxns: r_3091, change model.S coefficient from 1 to 6 to balance equation"	[]							
s_0800[n]	r_3092	1	6	H5	"for model.mets: s_0800[n], model.rxns: r_3092, change model.S coefficient from 1 to 6 to balance equation"	[]							
s_0800[n]	r_3093	1	6	H5	"for model.mets: s_0800[n], model.rxns: r_3093, change model.S coefficient from 1 to 6 to balance equation"	[]							
s_0800[n]	r_3094	1	6	H5	"for model.mets: s_0800[n], model.rxns: r_3094, change model.S coefficient from 1 to 6 to balance equation"	[]							
s_0800[n]	r_3095	1	6	H5	"for model.mets: s_0800[n], model.rxns: r_3095, change model.S coefficient from 1 to 6 to balance equation"	[]							
s_0800[n]	r_3096	1	6	H5	"for model.mets: s_0800[n], model.rxns: r_3096, change model.S coefficient from 1 to 6 to balance equation"	[]							
s_0800[n]	r_3097	1	6	H5	"for model.mets: s_0800[n], model.rxns: r_3097, change model.S coefficient from 1 to 6 to balance equation"	[]							
s_3094[mm]	r_3098	1	2	H1	"for model.mets: s_3094[mm], model.rxns: r_3098, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_3099	1	2	H1	"for model.mets: s_3094[mm], model.rxns: r_3099, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_3100	1	2	H1	"for model.mets: s_3094[mm], model.rxns: r_3100, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_3101	1	2	H1	"for model.mets: s_3094[mm], model.rxns: r_3101, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_3102	1	2	H1	"for model.mets: s_3094[mm], model.rxns: r_3102, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_3094[mm]	r_3103	1	2	H1	"for model.mets: s_3094[mm], model.rxns: r_3103, change model.S coefficient from 1 to 2 to balance equation"	[]							
s_0793[ce]	r_3104	1	-1	H-2	"for model.mets: s_0793[ce], model.rxns: r_3104, change model.S coefficient from 1 to -1 to balance equation"	[]							
s_0793[ce]	r_3105	1	-1	H-2	"for model.mets: s_0793[ce], model.rxns: r_3105, change model.S coefficient from 1 to -1 to balance equation"	[]							
