#rxnMetaCycID	deltaG
RXN-11275	-209.13701
RXN-13237	[]
FORMALDEHYDE-TRANSKETOLASE-RXN	2.5400085
RXN-10873	-341.95612
RXN3O-58	-82.27520
RXN0-6523	[]
RXN-8310	-77.12201
RXN-16138	299.9665
RXN-14168	39.420944
RXN-13760	-103.303345
RXN-11723	[]
RXN-18987	[]
STIPITATONATE-DECARBOXYLASE-RXN	-29.93126
RXN-16640	-166.31818
RXN-17111	12.623474
CETRAXATE-BENZYLESTERASE-RXN	-0.46299744
RXN-14629	-6.2260284
RXN-7746	-1.8417664
2.3.2.1-RXN	-66.50084
RXN-19429	3.6217957
RXN-19898	-2.6568909
RXN-11307	58.074203
RXN-17586	17.720001
FUCOKINASE-RXN	-14.815796
KETOGAL-DEHYDROXY-RXN	-1.6264648
RXN4FS-4	-117.98938
RXN-8762	-25.850098
RXN-8340	[]
RXN-20388	[]
RXN-14197	8.626999
RXN-12204	[]
RXN-11750	22.70514
PANTOTHENASE-RXN	-0.4630127
SUCROSE-SYNTHASE-RXN	10.577576
RXN-9234	-91.90045
RXN-17149	-70.231
RXN-15073	6.8976593
RXN-14667	-20.330078
RXN-12695	-1.1135254
2.4.1.141-RXN	6.8974
3.1.15.1-RXN	[]
RXN-19924	116.44824
RXN-18058	6.897644
RXN-17612	-89.89879
RXN-15579	7.8200016
L-GULONATE-3-DEHYDROGENASE-RXN	1.0817871
3.4.22.28-RXN	[]
3.1.26.11-RXN	[]
RXN-20883	[]
RXN-8787	-0.46824646
RXN-18482	6.8976135
RXN-20412	[]
RIBOSE-1-DEHYDROGENASE-NADP+-RXN	-14.353638
RXN-12235	-6.538208
RXN-9799	1.0817261
PGLYCDEHYDROG-RXN	1.0318604
RXN-4823	-52.47995
RXN-9286	-91.9005
RXN-13172	-92.624695
RXN-15107	-80.83528
RXN-10821	-5.0441284
RXN-12723	4.5730133
RXN0-5435	[]
RXN-18084	[]
RXN-16092	[]
RXN-15609	-20.240036
RXN-13692	-3.112976
3.4.22.67-RXN	-12.679367
6-METHYLSALICYLATE-DECARBOXYLASE-RXN	0.52412796
RXN-20911	[]
RXN-18943	-270.1513
RXN-18507	[]
RXN-16561	7.0600586
RXN-10003	-118.581726
CARDIOLIPSYN-RXN	78.82483
6.3.2.29-RXN	-102.93567
RXN0-5418	-32.190918
RXN-9832	-0.46820068
RXN-16089	-60.584595
RXN-5065	-6.4728584
RXN-13686	18.915771
RXN-13218	-5.636507
6-HEXANOLIDE-HYDROLYSIS-RXN	-14.867130
RXN-10846	0.7330017
RXN-18940	-95.94054
RXN0-6452	-7.6130066
RXN-16558	2.1630402
RXN-16121	7.217041
CARBOXYMETHYLENEBUTENOLIDASE-RXN	16.73877
RXN-13730	107.12009
RXN-7665	13.61351
RXN-18970	[]
RXN-19379	-3.112854
RXN-16598	6.8977814
RXN-11256	37.07541
CDPDIGLYSYN-RXN	-226.557
RXN3O-117	[]
RXN-7706	2.5417786
RXN-8290	8.351746
RXN-19408	1.4934998
RXN-14147	1.3241272
RXN-11286	-38.62996
RXN-11701	[]
FORMIMINOGLUTAMATE-DEIMINASE-RXN	1.6787415
SPHINGANINE-1-PHOSPHATE-ALDOLASE-RXN	2.56
RXN3O-9872	[]
RXN-17091	-0.84412384
RXN-8319	-77.12225
RXN-14608	-3.112915
RXN-14177	-20.640015
2.3.1.56-RXN	19.4
RXN-11732	35.401127
RXN-19861	-1.6265564
STROMBINE-DEHYDROGENASE-RXN	5.4487915
RXN-17567	-96.850525
RXN-17122	[]
ISOPIPERITENONE-DELTA-ISOMERASE-RXN	-3.6600037
RXN-14637	-5.2716675
RXN-8736	-4.360016
2.4.1.114-RXN	6.897644
RXN-20369	[]
RXN-19907	-4.360031
RXN-12181	[]
RXN-17594	-13.729431
OXALATE-COA-TRANSFERASE-RXN	-4.6800537
KYNURENINASE-RXN	-14.187123
RXN-9211	3.2470093
RXN-8770	7.217041
RXN-15051	-10.73941
RXN-20396	[]
RXN-12669	-15.109985
RXN-12218	[]
3.1.1.73-RXN	74.00185
PENTANAMIDASE-RXN	-5.7471046
RXN-18037	[]
RXN-9242	-20.640007
RXN-15549	-7.9058228
RXN-15081	-95.86719
3.4.21.92-RXN	-12.679367
RXN-12704	1.6030273
RXN-20857	[]
3.1.21.2-RXN	[]
RXN-18453	[]
RXN-18067	6.273575
RETINAL-OXIDASE-RXN	263.687
RXN-15587	8.1458435
RXN-9760	320.2771
3.4.22.35-RXN	-12.679367
RXN-4731	4.5176086
RXN-20891	[]
RXN-13147	3.152954
RXN-18490	-170.98138
RXN-10785	14.975891
RIBULP3EPIM-RXN	0.
RXN0-5363	0.
RXN-9815	-4.360016
RXN-16073	[]
RXN-4881	-35.48999
RXN-13665	-14.8341675
RXN-13195	-34.742218
5.4.1.2-RXN	49.188824
RXN-10829	-10.795350
RXN-18923	99.598145
RXN0-5515	-226.55688
RXN-16541	-73.37756
RXN-161	5.5317993
BUTYRATE--COA-LIGASE-RXN	-331.11646
RXN-13700	-15.126999
RXN-7644	0.9517822
RXN-18952	7.6640015
RXN-19356	-32.122925
RXN-16574	-20.447098
RXN-11238	-39.48
CARNITINE-O-PALMITOYLTRANSFERASE-RXN	-3.6100159
RXN1R65-43	[]
RXN-7682	-38.31024
RXN-8270	8.351685
RXN-19390	-67.92288
RXN-14123	-107.23004
RXN-11267	-21.455902
RXN-11680	-52.83528
FLAVONE-APIOSYLTRANSFERASE-RXN	6.897583
SERINE-SULFATE-AMMONIA-LYASE-RXN	-60.325348
RXN3O-3797	[]
RXN-17073	150.34814
RXN-8302	-77.12220
RXN-14584	-3.1130676
RXN-14160	3.7846832
ETHYL-RXN	-69.29988
RXN-11715	32.708984
2.3.1.163-RXN	-3.6100159
STEROID-DELTA-ISOMERASE-RXN	-1.5499992
RXN-19828	-81.78476
RXN-17102	7.2169952
RXN-17547	-53.915253
RXN-14621	-3.112976
ISOBUTYRALDOXIME-O-METHYLTRANSFERASE-RXN	[]
2.3.1.83-RXN	-1355.788
RXN-8717	-1.22070310000e-4
RXN-19881	-103.30359
RXN-20352	[]
RXN-17578	-99.320496
RXN-12158	-14.949340
KDOTRANS-RXN	5.64946
RXN-9195	-17.953552
RXN-8753	[]
RXN-15034	-76.19763
RXN-20380	[]
RXN-12651	-107.07002
RXN-12196	-102.58887
3-OXOSTEROID-1-DEHYDROGENASE-RXN	[]
P-PANTOCYSDECARB-RXN	-1.2176819
RXN-18017	[]
RXN-19878	0.
RXN-15532	-83.59477
RXN-17575	-89.89877
ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN	-41.46034
KDGALDOL-RXN	1.164093
3.4.21.77-RXN	[]
RXN-8748	7.307007
RXN-20786	[]
RXN-20377	[]
RXN-18436	15.700562
RXN-12190	[]
R605-RXN	-3.391243
OXAMATE-CARBAMOYLTRANSFERASE-RXN	0.49002075
RXN-9744	[]
RXN-9223	0.5241089
RXN-4662	74.21834
RXN-15061	-90.00226
RXN-13124	4.4011536
RXN-12681	-85.394714
RXN-10767	0.46287537
3.1.11.1-RXN	-277.88342
RXN0-5240	2.9641113
RXN-18046	-15.278534
RXN-16056	-52.112244
RXN-15559	0.
RXN-13643	-171.43
3.4.22.1-RXN	-12.679367
5.1.1.18-RXN	-2.050003
RXN-20870	[]
RXN-18907	99.59802
RXN-18466	7.7000046
RXN-16520	0.1383667
RIB5PISOM-RXN	-6.130005
BILIVERDIN-REDUCTASE-RXN	-32.299377
RXN-9772	-38.578247
RXN-7617	[]
RXN-4762	-1.1134644
RXN-19328	7.117035
RXN-13157	-13.317116
RXN-11213	-10.641113
RXN-10796	-145.4248
RXN1G-6	-74.20404
RXN0-5395	-3.112976
RXN-8246	3.0030003
RXN-16081	5.2806396
RXN-14105	4.02
RXN-13677	-1.3329926
RXN-11660	6.551758
5.5.1.13-RXN	-43.14
SECONDARY-ALCOHOL-OXIDASE-RXN	-7.3577595
RXN-18932	51.76484
RXN-17053	-4.287155
RXN-16549	-3.6100159
RXN-14561	6.897537
CARBAMOYL-SERINE-AMMONIA-LYASE-RXN	-7.277115
ENZRXN-201-RXN	4.2835083
RXN-7655	-85.39475
2.3.1.143-RXN	0.
RXN-19370	-172.64093
RXN-19812	6.4682617
RXN-11247	-98.340256
RXN-17528	-1.6029816
RXN3DJ-11417	-13.567642
IMP-DEHYDROG-RXN	2.428833
RXN-8282	0.
RXN-8701	-4.3600464
RXN-14136	6.45874
RXN-20336	[]
RXN-11691	-32.904114
RXN-12140	-3.6330032
SORB6PDEHYDROG-RXN	1.0817871
RXN-9179	[]
RXN-17081	-6.538269
RXN-15017	-0.1665039
RXN-14596	-3.1128998
RXN-12617	[]
FARNESYL-DIPHOSPHATE-KINASE-RXN	94.98999
3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN	2.541809
2.3.1.175-RXN	-3.6100464
RXN-17996	-132.85635
RXN-19838	-18.487
RXN-15507	-3.1130524
RXN-17557	-91.90051
OCTADECANAL-DECARBONYLASE-RXN	-109.46814
ISOFLAVONE-4-O-METHYLTRANSFERASE-RXN	-4.360016
3.4.21.62-RXN	-12.679367
RXN-8725	0.
RXN-20766	[]
RXN-20360	[]
RXN-18418	-9.2829895
RXN-12171	-66.098755
R525-RXN	-79.11283
ORNMUTST-RXN	-1.81
RXN-9723	-19.145996
RXN-9203	37.872272
RXN-4511	-103.73173
RXN-15043	-3.6099548
RXN-13106	-86.867645
RXN-12659	-14.919983
RXN0-5208	-4.8015137
3.1.1.54-RXN	-4.2871094
RXN-16037	-9.934143
RXN-18027	73.17139
RXN-13627	-2.6569977
RXN-15541	-17.492989
5-ACYLPHOSPHOADENOSINE-HYDROLASE-RXN	149.51709
3.4.21.85-RXN	[]
RXN-18888	-25.422974
RXN-20798	[]
RXN-16502	-73.683716
RXN-18445	-16.910034
RXN-10748	141.56094
R8-RXN	1.5200806
BETA-9-CYTOKININ-ALANINE-SYNTHASE-RXN	-3.5540924
RXN-9752	-9.382385
RXN-7594	-6.6612244
RXN-4723	6.8976135
RXN-19310	7.2170105
RXN-13137	-4.5671234
RXN-11186	-121.848785
RXN-10775	-38.602997
RXN1G-1438	7.21698
RXN0-5295	-3.1130066
RXN-8221	-6.7400208
RXN-16064	-73.37758
RXN-14084	1.4341269
RXN-13657	-10.460083
RXN-11641	-85.03475
5.2.1.10-RXN	0.
S-ADENOSYLHOMOCYSTEINE-DEAMINASE-RXN	-17.8371
RXN-18915	-95.81348
RXN-17033	17.076988
RXN-16530	-14.353638
RXN-14541	-109.619995
BLASTICIDIN-S-DEAMINASE-RXN	8.627014
DTDPKIN-RXN	94.98999
RXN-7630	-85.034775
2.3.1.103-RXN	0.
RXN-19341	5.2559814
RXN-19792	-2.488861
RXN-11224	6.917053
RXN-17512	-93.99054
RXN1G01-40	[]
HYDROXYPYRUVATE-DECARBOXYLASE-RXN	-3.4658737
RXN-8262	-4.3600388
RXN-8683	1.4934998
RXN-14114	-0.23999786
RXN-20299	[]
RXN-11668	-6.377136
RXN-12119	-95.8136
SERINE--GLYOXYLATE-AMINOTRANSFERASE-RXN	-3.419983
RXN-9163	-3.1130066
RXN-17065	-17.390015
RXN-15000	-12.711731
RXN-14574	-6.2260437
RXN-12599	-159.97374
ESTRADIOL-17-BETA-DEHYDROGENASE-RXN	-10.649414
3-CYANOALANINE-HYDRATASE-RXN	-6.0011253
2.3.1.155-RXN	7.0599365
RXN-17967	-103.110535
RXN-19820	-17.953491
RXN-15483	-27.770006
RXN-17536	2.0699768
NUCLEOSIDE-DIP-KIN-RXN	94.990234
INORGPYROPHOSPHAT-RXN	4.1469727
3.4.21.42-RXN	[]
RXN-8709	-5.289978
RXN-20746	[]
RXN-20344	[]
RXN-18398	-15.202995
RXN-12150	-0.7347412
R422-RXN	-120.40934
RXN-9187	-28.211
RXN-9699	6.897583
RXN-15026	-78.00047
RXN-4320	-1.1135254
RXN-12632	79.520004
RXN-13089	-14.353638
3-NUCLEOTID-RXN	-3.0541382
RXN0-5144	-31.00235
RXN-18006	-16.526428
RXN-16017	28.529297
RXN-15524	-91.90051
RXN-13603	-3.1130066
OLEATE-HYDRATASE-RXN	3.713005
4.3.1.21-RXN	-6.3140945
RXN-21066	[]
3.4.21.7-RXN	-21.629372
RXN-18864	-58.44998
RXN-20776	[]
RXN-16485	-3.1130219
RXN-21067	[]
RXN-18426	-22.660034
RXN-10725	-11.897460
R547-RXN	12.829498
BADEL4OXRED-RXN	10.891846
RXN-21070	[]
RXN-9736	27.906353
RXN-7570	-121.63
RXN-4544	[]
RXN-19293	6.897583
RXN-21068	[]
RXN-13115	-61.62
RXN-11169	[]
RXN0-5223	-5.7929687
RXN1F-475	8.351685
RXN-21071	[]
RXN-16047	-56.579994
RXN-8197	-81.784775
RXN-13635	-112.29004
RXN-14064	-110.791245
RXN-21072	[]
5-METHYLTHIORIBOSE-KINASE-RXN	-14.815857
RXNQT-4357	-7.8570023
RXN-18896	-39.681114
RXN-17001	-14.560059
RXN-21077	[]
RXN-16511	-2.488922
RXN-14524	7.2169647
BETA-LACTAMASE-RXN	-13.558247
DNA-DIRECTED-RNA-POLYMERASE-RXN	162.24548
RXN-21073	[]
RXN-7603	-6.7400055
2.1.1.84-RXN	-4.360016
RXN-19319	7.217041
RXN-19768	-3.112976
RXN-21078	[]
RXN-11198	[]
RXN-17495	17.20288
RXN1G-2	-2.607132
RXN-11624	-122.61502
RXN-8234	6.897644
HYDROXYDOCOSANOATE-TRANS-RXN	6.8975525
RXN-14093	-14.815796
RXN-8661	-96.07887
RXN-11650	[]
RXN-20254	[]
SALICYL-ALCOHOL-GLUCOSYLTRANSFERASE-RXN	6.897583
RXN-12097	[]
RXN-17041	-3.6099548
RXN-9146	-8.048096
RXN-14550	-30.483276
RXN-14981	-111.42001
ECDYSONE-OXIDASE-RXN	-29.36
23-DIHYDROXYINDOLE-23-DIOXYGENASE-RXN	-110.12512
2.3.1.125-RXN	325.0658
RXN-17948	-3.0541382
RXN-19802	-2.1629639
RXN-15458	-83.59476
RXN-17520	-82.635254
NICOTINATE-N-METHYLTRANSFERASE-RXN	5.4240875
IGPSYN-RXN	-34.453613
3.4.21.20-RXN	-12.679367
RXN-8694	-3.6100616
RXN-20730	[]
RXN-20322	[]
RXN-18380	[]
RXN-12131	-1.6264648
RXN-12579	295.09537
RXN-9171	-10.171204
R321-RXN	-105.73871
RXN-15008	2.080017
RXN-9666	-6.3771667
RXN-12609	-6.55
RXN-4304	-81.78476
3-HYDROXYANTHRANILATE-OXIDASE-RXN	-70.47
RXN-13069	-57.441772
RXN-17976	-92.2605
RXN0-5107	-113.54889
RXN-15496	-91.110535
RXN-15986	0.
NUCLEOTIDE-PYROPHOSPHOKINASE-RXN	-8.819458
RXN-13569	0.
3.4.21.53-RXN	-12.679367
4.2.3.12-RXN	7.4294434
RXN-20755	[]
RXN-18841	-45.35254
RXN-1841	0.56700134
RXN-16461	-23.279999
R465-RXN	5.0328903
RXN-10705	2.163147
RXN-9715	8.351685
ASPARTATE-RACEMASE-RXN	1.3500061
RXN-4465	-5.897751
RXN-7482	-91.90051
RXN-13098	-5.204773
RXN-19277	-20.24002
RXN0-5186	7.2170105
RXN-11152	6.347122
RXN-16025	304.52368
RXN1F-162	-107.81
RXN-13612	-29.614197
RXN-8178	8.351685
4.5.1.4-RXN	6.6587553
RXN-14041	-4.3600006
RXN-18880	-85.034775
RXNQT-4338	-93.99051
RXN-16493	-10.171204
RXN-16981	-110.95999
RXN-10738	0.9917908
RXN-14507	[]
BENZENE-12-DIOXYGENASE-RXN	-66.2218
DIMETHYLGLYCINE-OXIDASE-RXN	-16.333008
RXN-7585	-18.712997
2.1.1.44-RXN	-38.160004
RXN-19301	-12.164093
RXN-19751	-12.711731
RXN-11178	4.43
RXN-17473	-26.170029
RXN1G-1150	-2.44140610000e-4
RXN-11601	-41.18219
RXN-8212	1.2799683
HOMOSERDEHYDROG-RXN	-7.72937
RXN-14076	-17.057014
RXN-8632	1.0817871
RXNQT-4366	0.46287537
RXN-20232	[]
RXN-17009	-3.60997
RXN-12073	-69.33823
RXN-14532	-10.649292
RXN-9102	102.71126
DOPACHROME-DELTA-ISOMERASE-RXN	-19.029003
RXN-14946	[]
2.1.1.99-RXN	-6.73999
2.8.2.23-RXN	17.792908
RXN-19783	248.05829
RXN-17929	-17.607971
RXN-17504	-116.43935
RXN-15436	-4.7058716
RXN-11635	-34.742218
NADPH-DEHYDROGENASE-RXN	[]
HYDROXYMETHYLGLUTARYL-COA-HYDROLASE-RXN	-4.5047607
3.4.21.105-RXN	[]
RXN-8673	-3.7371178
RXN-20714	[]
RXN-20283	[]
RXN-18361	-1.9741058
RXN-12107	1.0817871
RXN-12558	13.871765
RXN-9155	-113.98112
R265-RXN	-2.5991821
RXN-14991	-69.669495
RXN-9628	-6.3771667
RXN-12585	[]
RXN-4224	-13.053528
2ASDOSALCAL-RXN	-89.43180
RXN-13042	15.861801
RXN-17958	-111.05230
RXN0-5021	[]
RXN-15467	-10.649384
RXN-15966	-33.82007
NITROETHANE-OXIDASE-RXN	-20.757126
4.2.2.14-RXN	-168.63733
3.4.21.34-RXN	-12.679367
RXN-18824	-59.14299
RXN-20738	[]
RXN-16442	-93.508835
RXN-18390	-93.1488
RXN-10687	-13.248047
R361-RXN	-79.02524
ARYLFORMAMIDASE-RXN	-1.1171227
RXN-9684	70.87311
RXN-7304	12.2099
RXN-4312	-6.8129272
RXN-19259	1.3199863
RXN-13077	22.726974
RXN-13552	-155.23799
RXN0-5123	-24.801758
RXN-11130	-23.01001
RXN-16009	-0.5576172
RXN1A0-6310	0.1665039
RXN-13592	-96.50055
RXN-8152	-117.42998
4.2.3.27-RXN	-4.299988
RXN-14019	-190.69766
RXN-18850	0.
RXNQT-4322	-2.6571274
RXN-16477	-13.899963
RXN-16965	62.237305
RXN-10717	-1.2935181
RXN-14486	-12.623535
ATP-ADENYLYLTRANSFERASE-RXN	6.944336
DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN	7.2170105
RXN-7543	-3.5541077
2.1.1.140-RXN	-22.660004
RXN-19285	-126.65288
RXN-19728	48.5885
RXN-11161	[]
RXN-17454	-7.4730225
RXN1F-170	-111.420044
RXN-11583	-4.360016
RXN-8186	-82.63520
HISTIDINE-AMMONIA-LYASE-RXN	-0.80412674
RXN-14053	-80.835236
1.14.13.8-RXN	-85.22049
RXNQT-4348	41.084473
RXN-8615	4.1069946
RXN-16992	1.7499695
RXN-20216	[]
RXN-14516	-34.093903
RXN-12056	-171.46655
DIPHTINE--AMMONIA-LIGASE-RXN	-34.91809
ZEATIN-REDUCTASE-RXN	13.613495
2.1.1.70-RXN	-24.90226
RXN-9080	-39.48
RXN-19759	272.5644
RXN-14929	-21.185837
RXN-17483	40.840515
2.7.8.17-RXN	-148.17871
RXN-11613	-15.792358
RXN-17911	-121.68650
HYDROGENSULFITE-REDUCTASE-RXN	[]
RXN-15416	-91.79503
RXN-8646	[]
N-METHYL-L-AMINO-ACID-OXIDASE-RXN	1.5592499
RXN-20242	[]
3.4.17.17-RXN	93.907074
RXN-12088	99.598206
RXN-20698	[]
RXN-9137	-123.25897
RXN-18339	[]
RXN-14964	4.4970093
RXN-12533	61.163727
2.8.2.34-RXN	7.521759
R226-RXN	-8.475891
RXN-17938	-177.30591
RXN-9610	-3.6100159
RXN-15444	-89.07474
RXN-4002	-4.360016
NAPHTHOATE-SYN-RXN	-5.395508
RXN-13019	-97.55476
3.4.21.115-RXN	[]
RXN0-4181	3.784607
RXN-20722	[]
RXN-15949	1.5501518
RXN-18370	-3.6099854
4.1.99.4-RXN	-12.547130
RXN-12567	2.1629639
RXN-18804	-45.352478
R305-RXN	-89.83413
RXN-16420	-125.714
RXN-9640	0.
RXN-10668	-4.3600082
RXN-4242	14.173553
ARGSUCCINSYN-RXN	-9.71582
RXN-13057	6.746521
RXN-7243	17.20288
RXN0-5062	[]
RXN-19243	[]
RXN-15974	-105.64923
RXN-13531	[]
4.2.2.22-RXN	-413.28503
RXN-11108	30.558197
RXN-18833	-38.545166
RXN18C3-58	6.897644
RXN-16453	-145.2395
RXN-8123	-2.8389587
RXN-10697	2.1629639
RXN-14001	6.897583
ASPARAGHYD-RXN	-4.297142
RXNQT-4193	325.0658
RXN-7422	[]
RXN-16946	-13.64711
RXN-19268	-113.19289
DICHLOROMETHANE-DEHALOGENASE-RXN	20.97876
RXN-11139	-3.1129303
2.1.1.121-RXN	-4.3600006
RXN1F-143	-104.32477
RXN-19710	7.217041
RXN-8169	8.351685
RXN-17438	-0.35173035
RXN-14029	90.13900
RXN-11565	4.280487
RXNQT-4330	8.1458435
HAONITRO-RXN	-22.720062
RXN-16973	-13.729462
1.14.13.62-RXN	-93.1488
RXN-14496	3.051757800000e-5
RXN-8593	-50.329956
DIIODOPHENYLPYRUVATE-REDUCTASE-RXN	3.541809
RXN-20187	[]
2.1.1.16-RXN	-40.96228
RXN-14469	1.3241272
RXN-19740	11.392876
RXN-12040	6.897705
RXN-17462	-10.716950
VITEXIN-BETA-GLUCOSYLTRANSFERASE-RXN	6.897644
RXN-11593	-41.18228
RXN-9062	[]
HOMOCITRATE-SYNTHASE-RXN	-10.095398
RXN-14908	-19.261246
RXN-8623	-97.674
2.7.7.35-RXN	-49.05664
RXN-20224	[]
RXN-17889	5.470459
RXN-12065	0.
N-ACETYLGLUTPREDUCT-RXN	0.5352783
RXN-9088	102.79436
3.4.14.5-RXN	-11.197098
RXN-14938	7.21698
RXN-20679	[]
2.7.8.6-RXN	1.83105470000e-4
RXN-18316	6.551758
RXN-17919	163.45526
RXN-12511	-96.04419
RXN-15426	8.145935
R205-RXN	8.622314
NAD-SYNTH-GLN-RXN	-13.954650
RXN-9586	-20.176987
3.4.19.5-RXN	38.647354
RXN-37	-13.105316
RXN-20706	[]
RXN-15400	-3.0099716
RXN-18352	-6.4077606
RXN-12989	-80.45886
RXN-12541	-124.68472
RXN0-361	-0.73301697
R234-RXN	-2.6571426
RXN-15933	-33.160034
RXN-9618	-13.248169
4.1.1.82-RXN	-2.8417358
RXN-4201	6.8976135
RXN-18779	-34.74228
RXN-13027	-80.45891
RXN-16405	6.6828613
RXN0-4361	9.713501
RXN-10641	-142.88
RXN-15958	-178.93951
ARACHIDONATE-12-LIPOXYGENASE-RXN	-69.979996
4.2.1.73-RXN	1.2051086
RXN-718	[]
RXN-18817	497.99097
RXN-19224	[]
RXN-16433	0.
RXN-13514	12.331665
RXN-10677	35.17032
RXN-11092	972.90283
ARYL-ALDEHYDE-OXIDASE-RXN	-31.816002
RXN18C3-41	-3.6100159
RXN-7251	9.713562
RXN-8082	-81.78473
RXN-19251	-9.008300
RXN-13984	-2.1559448
RXN-13542	-3.6099854
RXNQT-4165	1.7000732
RXN-11121	-5.5057373
RXN-16924	-82.877625
RXN18HP-6	-59.4599
DHBDEHYD-RXN	-6.3582153
RXN-8140	8.351746
2-OXOALDEHYDE-DEHYDROGENASE-NAD+-RXN	-2.834198
RXN-14009	8.351685
RXN-19694	-81.78479
RXNQT-4314	-98.8775
RXN-17421	-88.65048
RXN-16954	0.9918213
RXN-11548	-61.62
DIGUANIDINOBUTANASE-RXN	-3.5730019
GUANOSINE-DIPHOSPHATASE-RXN	-6.8129883
2.1.1.130-RXN	-19.76001
1.14.13.101-RXN	-96.79056
RXN-19718	-108.40889
RXN-8577	-48.039963
RXN-17445	-31.120026
RXN-20169	[]
RXN-11574	-34.742218
RXN-14448	1.7999725
HEXANOL-RXN	2.541809
RXN-12024	8.338753
1.14.13.72-RXN	-75.28052
URONATE-DEHYDROGENASE-RXN	-4.6782227
RXN-8602	-64.03998
RXN-9046	-149.24347
RXN-20206	[]
RXN-14885	636.8015
RXN-14479	-2.7671204
2.7.13.3-RXN	[]
RXN-12048	[]
RXN-17872	-15.561157
XANTHOSINEPHOSPHORY-RXN	0.72998047
MUCONATE-CYCLOISOMERASE-RXN	-1.4282227
RXN-9072	[]
3.4.11.9-RXN	-48.12523
RXN-14921	12.050018
RXN-20663	[]
2.7.7.51-RXN	-32.28415
RXN-18300	-95.81348
RXN-17899	6.71875
RXN-12493	-53.649994
RXN-15406	6.897644
R146-RXN	-138.11414
N-ACYLMANNOSAMINE-KINASE-RXN	-4.5446777
RXN-9564	10.103516
3.4.16.4-RXN	50.8927
RXN-3583	-1.1135254
RXN-20687	[]
RXN-15379	-89.07474
RXN-18329	-2.3865051
RXN-12972	-89.29881
RXN-12520	-1.5500488
RXN0-310	3.063964800e-2
R216-RXN	1.472992
RXN-15911	-1.4930115
RXN-9599	[]
4-OXOPROLINE-REDUCTASE-RXN	-4.3523254
RXN-3768	-3.1764526
RXN-18760	8.962882
RXN-13003	-80.45888
RXN-10624	-13.105316
RXN0-3901	-5.8876343
AMYGDALIN-BETA-GLUCOSIDASE-RXN	-3.112976
RXN-15941	0.
RXN-708	-13.053528
4.1.2.29-RXN	6.878235
RXN-19208	0.
RXN-18791	-35.77997
RXN-13498	-92.76187
RXN-16412	[]
RXN-11071	-115.68499
RXN-10649	[]
RXN18C3-26	-7.289978
ARGINASE-RXN	-3.572998
RXN-8053	11.403503
RXN-7203	-19.808716
RXN-16386	-56.58
RXN-19233	-89.24765
RXN-13967	1.7999878
RXN-13523	0.91589355
RXN8J2-80	226.88208
RXN-11100	-80.7735
RXN-16891	-53.702263
RXN18C3-49	-3.610077
DEOXYGLUCONOKIN-RXN	-16.064148
RXN-8090	-42.08713
2-HYDROXYPYRIDINE-5-MONOOXYGENASE-RXN	[]
RXN-13993	18.898132
RXN-19675	-108.408936
RXNQT-4173	1.42
RXN-17400	10.891846
RXN-16934	285.88013
RXN-11532	[]
DIACYLGLYKIN-RXN	-4.544739
GSDEADENYLATION-RXN	169.94318
2.1.1.110-RXN	-4.3600006
1.14.11.18-RXN	-109.619934
RXN-19702	6.8975983
RXN-8558	-59.73999
RXN-17430	-17.389984
RXN-20150	-342.15802
RXN-11557	16.69513
RXN-14432	1.7999725
H2NTPEPIM-RXN	0.
RXN-12002	-0.7859497
1.14.13.42-RXN	-83.59475
URACIL-DEHYDROGENASE-RXN	[]
RXN-8585	-92.72
RXN-9020	-4.360016
RXN-20179	[]
RXN-14866	-0.6658783
RXN-14460	-22.498901
2.7.1.156-RXN	-108.55766
RXN-12032	[]
RXN-17848	6.718811
VALINE--TRNA-LIGASE-RXN	-118.55469
MEVALONATE-KINASE-RXN	-16.064087
RXN-9053	-39.48
3.3.2.5-RXN	105.64041
RXN-14899	179.34589
RXN-20647	[]
2.7.7.13-RXN	-103.30353
RXN-18281	-158.06433
RXN-17880	-46.893005
RXN-12471	-30.483276
MYO-INOSITOL-3-O-METHYLTRANSFERASE-RXN	-4.3599854
R101-RXN	0.9482193
3.4.13.5-RXN	-21.005234
RXN-9501	-4.360016
RXN-20671	[]
RXN-3422	-4.3600006
RXN-18308	-95.81372
RXN-15363	-3.0941162
RXN-12502	-251.901
RXN-12948	-9.389996
R17-RXN	-10.912241
RXN0-276	-8.758210
RXN-9578	-0.37817383
RXN-15878	238.14935
RXN-3601	-3.1765137
4-COUMARATE--COA-LIGASE-RXN	-12.71167
RXN-15388	7.629394500000e-5
RXN-18741	0.
RXN-12981	-27.160004
RXN-10609	5.935852
RXN0-3364	[]
AMINOBENZOATE-DECARBOXYLASE-RXN	0.5241165
RXN-15924	-5.9264526
RXN-6861	-28.821129
4.1.1.72-RXN	-3.465889
RXN-19184	41.162964
RXN-18769	-5.833008
RXN-1348	0.99180603
RXN-10631	-95.98297
RXN-11056	-85.034744
ANTHRANSYN-RXN	-32.98001
RXN18C3-15	-3.1130676
RXN-7141	-85.03477
RXN-8029	[]
RXN-19216	[]
RXN-16362	-111.13748
RXN-13506	-282.95538
RXN-13951	-2.1559448
RXN-11081	-0.37820435
RXN66-83	17.93
