#model.rxns	grpCont_deltaG	grpCont_uncertainty	grpCont_lnRevIdx	MetaCyc_deltaG	MetaCyc_rxnDirection	MetaCyc_lnRevIdx	SEED_deltaG	SEED_uncertainty	SEED_lnRevIdx	SEED_rxnDirection	memote_revIdx	model_rxnDirection	Action	New_model.lb	Notes
r_0183	[]	[]	[]	2.5418	8.6238	=	[]	[]	[]	[]	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0184	[]	[]	[]	1.2935	7.781	>	[]	[]	[]	[]	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0185	-9.803	1.1761	-5.5152	-13.1053	-7.373	=	2.26	6.24	1.2715	=	-7.134	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0186	5.22	1.0698	10.4319	2.5418	8.6238	>	4.89	0.24	10.2091	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0187	5.22	1.0698	10.4319	2.5418	8.6238	>	4.89	0.24	10.2091	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0188	-15.951	2.1449	-17.6766	[]	[]	[]	-15.7	1.65	-17.5071	>	-19.6577	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0189	10.947	1.1864	9.2382	11.177	9.4323	>	0.44	0.71	0.3713	=	8.1123	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_0190	-3.723	1.4875	-3.1418	[]	[]	[]	-13.28	2.3	-11.207	>	-21.677	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_0191	-9.623	1.7759	0.4111	-8.9789	0.8459	>	-20.14	1.86	-6.6892	>	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0193	-3.113	0.6928	3.405	[]	[]	[]	-2.79	0.26	3.7684	>	-7.7427	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0194	-3.113	0.6928	3.405	[]	[]	[]	-2.79	0.26	3.7684	>	-7.7427	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0198	-3.113	0.6928	3.405	-3.113	3.405	>	-3.48	0.38	2.9921	>	-8.5229	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0199	-4.723	0.8806	-3.9857	-4.713	-3.9773	>	-2.46	0.54	-2.076	>	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0200	-21.5627	1.0519	-12.1312	-21.503	-12.0976	>	-22.97	1.17	-12.9229	>	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0201	-9.803	1.1761	-5.5152	-12.4812	-7.0219	>	-10.95	0.48	-6.1605	=	-9.6117	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0202	10.47	0.8154	8.8356	7.9734	6.7288	=	13.69	0.86	11.553	>	-10.9975	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0203	-44.16	1.6284	-38.6599	-32.98	-32.3701	=	-24.76	1.8	-27.7455	>	-15.2985	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0205	4.7	1.7591	10.0808	0.7735	7.43	=	3.6	0.35	9.3382	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0206	-3.903	1.6844	-3.2937	-3.573	-3.0153	=	-7	1.54	-5.9073	>	-18.1612	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0207	7.34	0.933	1.3512	6.0917	-0.0533	=	-2.64	1.18	-9.8783	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_0214	-8.984	0.8742	-12.973	-14.9483	-16.9996	=	-5.07	0.71	-10.3306	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0216	0	2	0	2.97	2.5064	=	0.69	0.13	0.5823	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_0217	0	2	0	2.97	2.5064	=	0.69	0.13	0.5823	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0218	0	2	0	2.97	2.5064	=	0.69	0.13	0.5823	=	[]	=	Retain model reaction direction	[]	"Lack of strong experimental supporting evidence to justify change of reaction direction | Current model reaction direction is reversible, conservative approach to retain reaction direction"
r_0219	-0.356	1.195	-0.2003	1.7836	1.0034	=	-4.87	0.41	-2.7399	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0231	10.3	1.5886	13.8615	11.1935	14.4647	>	4.52	1.9	9.9593	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0233	[]	[]	[]	-84.7017	-33.9378	>	[]	[]	[]	[]	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0236	[]	[]	[]	[]	[]	[]	0.28	0.38	7.0968	=	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0237	[]	[]	[]	-1.6265	5.8097	>	[]	[]	[]	[]	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0241	[]	[]	[]	[]	[]	[]	-316.94	2.26	-145.9297	>	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0243	-8.82	1.244	-14.8864	-8.82	-14.8863	>	-8.82	9.8	-14.8864	>	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0244	12.06	1.248	15.0497	8.1336	12.3989	>	13.87	0.31	16.2717	>	-12.4681	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0249	-1.6	0.6932	-1.3502	-16.91	-14.2703	>	-18.75	0.66	-15.8231	>	-15.3191	=	Change to irreversible forward	0	Reference to MetaCyc ID RXN-9003 (similar reaction) to infer irreversibility | deltaG from MetaCyc and SEED are negative | Reversibility indexes from MetaCyc and SEED are highly negative | Reaction directions from MetaCyc and SEED are irreversible forward
r_0252	-3.614	1.1786	-3.0499	-3.61	-3.0465	=	-0.29	0.36	-0.2447	>	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0253	-3.614	1.1786	-3.0499	-3.61	-3.0465	=	-0.29	0.36	-0.2447	>	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0254	-3.614	1.1786	-3.0499	-3.61	-3.0465	=	-0.29	0.36	-0.2447	<	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0255	-45.3543	1.5	-57.9404	-45.454	-58.0526	>	-46.06	1.64	-58.7344	>	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0256	-45.3543	1.5	-57.9404	-45.454	-58.0526	>	-46.06	1.64	-58.7344	>	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0264	9.006	1.211	-0.8276	[]	[]	[]	[]	[]	[]	[]	[]	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0278	-16.68	1.157	-28.1525	-9.8	-16.5404	=	-11.44	1.1	-19.3084	>	-8.5038	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
r_0279	-13.424	0.9497	-22.0124	3.4265	-3.0523	>	-10.37	0.91	-18.5761	>	-17.6523	>	Retain model reaction direction	[]	"Current model reaction direction is irreversible forward, conservative approach to retain reaction direction | Emphasis of manual curation on reversible reaction, aim to reduce solution space of model"
